Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
24410,Maroondah (C),2014,"56,223",40,"3,011.0","46,487","53,555",78.6,"7,548",45,139.6,"10,533","18,493",6.4,"45,149",45,275.4,315,"6,099",13.0,"2,009",59,47.5,"16,420","23,625",1.5,"61,859",43,"3,361.7","45,859","54,345",4.48,1.79,0.40,0.18,0.429,5.7,17.6,28.4,24.2,25.7,26.7,23.3,"4,035",87.6,"2,089","21,707","11,847",20,529,320,632,-,"3,487","2,747",817,-,"1,172",359,"7,143","6,187",-,-,-,-,-,-,-,-,-,-
24410,Maroondah (C),2015,"58,614",40,"3,245.0","47,965","55,363",78.3,"7,708",45,151.2,"11,230","19,620",6.5,"46,789",45,274.1,285,"5,858",13.1,"2,043",59,48.9,"16,433","23,950",1.5,"63,406",43,"3,537.5","47,198","55,791",4.48,1.79,0.40,0.18,0.428,5.5,17.4,28.3,24.0,25.6,26.8,23.6,"4,516",133.4,"2,424","29,540","12,163",21,517,303,650,-,"3,502","2,733",807,-,"1,079",353,"6,917","6,086",-,-,-,-,-,-,-,-,-,-
24410,Maroondah (C),2016,"59,572",40,"3,416.5","49,694","57,350",78.3,"7,853",44,155.9,"11,304","19,847",6.5,"48,274",45,279.4,242,"5,787",13.2,"1,960",59,49.1,"16,059","25,073",1.5,"64,889",43,"3,711.2","48,386","57,194",4.63,1.79,0.39,0.17,0.434,5.5,17.5,28.5,24.1,25.2,26.7,24.0,"4,434",109.8,"1,900","24,755","12,182",21,454,278,660,-,"3,412","2,619",799,-,"1,089",310,"6,766","5,420",-,27.8,24.2,25.2,5.2,2.3,8.4,0.4,6.5,936
24410,Maroondah (C),2017,"60,411",40,"3,572.3","51,079","59,134",78.7,"8,065",44,162.1,"10,938","20,105",6.3,"48,094",45,288.3,223,"5,994",12.9,"1,841",59,49.5,"17,183","26,905",1.3,"66,228",43,"3,876.3","49,438","58,530",4.72,1.81,0.38,0.17,0.439,5.6,17.6,28.6,23.9,25.0,26.3,24.8,"4,567",158.6,"2,646","34,719","11,657",20,385,260,676,"2,313","3,329","2,530",786,429,993,293,"6,389","4,903",-,-,-,-,-,-,-,-,-,-
24410,Maroondah (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,358",15,357,229,701,"2,395","3,257","2,306",738,335,812,250,"5,966","4,677","4,914",-,-,-,-,-,-,-,-,-
24600,Melbourne (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,013"
24600,Melbourne (C),2013,"66,120",29,"3,519.2","38,726","53,224",82.8,"7,320",38,269.4,"7,957","36,804",5.1,"44,414",33,591.1,396,"13,309",10.7,"1,153",58,33.7,"16,111","29,230",0.7,"62,723",31,"4,236.4","47,005","67,542",5.95,1.95,0.33,0.16,0.533,13.1,28,39.3,27.1,21.0,23.0,29.0,"3,768",372.4,"2,273","98,829","3,000",-,96,43,265,-,"2,119","2,288",340,-,"2,964",185,"2,170","2,028",-,-,-,-,-,-,-,-,-,-
24600,Melbourne (C),2014,"70,726",30,"3,906.4","39,170","55,232",83.0,"7,648",38,295.3,"8,440","38,612",5.1,"46,898",33,659.7,363,"14,067",10.7,"1,104",59,32.6,"17,906","29,527",0.7,"66,318",31,"4,678.2","47,829","70,543",5.96,1.95,0.33,0.16,0.548,15.6,30.1,41,27.4,21.0,23.1,28.6,"4,461",330.3,"3,426","74,049","3,064",4,95,39,314,-,"2,097","2,424",340,-,"3,058",186,"2,197","2,030",-,-,-,-,-,-,-,-,-,-
24600,Melbourne (C),2015,"77,741",30,"4,341.5","39,955","55,846",82.2,"8,364",38,305.0,"8,103","36,469",5.1,"52,027",33,692.7,301,"13,315",11.4,"1,160",59,36.1,"18,618","31,128",0.7,"72,498",32,"5,007.5","47,334","69,071",6.21,1.99,0.32,0.15,0.543,14,28.7,39.9,28.4,21.2,22.6,27.9,"5,033",612.5,"4,873","121,693","3,274",4,95,35,327,-,"2,135","2,587",340,-,"2,838",225,"2,240","2,097",-,-,-,-,-,-,-,-,-,-
24600,Melbourne (C),2016,"82,783",30,"4,740.7","40,179","57,267",82.0,"9,348",37,332.1,"8,289","35,531",5.3,"56,407",33,774.0,261,"13,721",11.5,"1,103",59,36.8,"20,674","33,393",0.6,"78,681",32,"5,515.1","47,273","70,094",6.51,2.04,0.31,0.14,0.550,14.4,29,40.3,29.0,21.3,22.0,27.7,"5,258",601.4,"3,448","114,383","3,365",-,97,32,339,-,"2,104","2,455",357,-,"2,756",180,"2,327","2,047",-,19.1,16.3,21.5,6.3,4.7,18.8,0.8,12.6,970
24600,Melbourne (C),2017,"90,142",30,"5,084.4","37,876","56,405",81.2,"10,289",36,362.0,"8,454","35,185",5.2,"59,742",34,795.9,210,"13,322",12.2,"1,124",59,43.8,"22,378","38,924",0.6,"86,974",32,"5,944.5","44,432","68,348",7.29,2.15,0.29,0.13,0.564,14.4,29.5,41,31.7,21.1,20.7,26.6,"5,961",640.8,"3,767","107,505","3,314",5,86,31,327,755,"2,016","2,497",375,207,"2,386",194,"2,350","2,074",-,-,-,-,-,-,-,-,-,-
24600,Melbourne (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,312",-,80,28,337,772,"1,997","2,475",364,165,"2,187",157,"2,292","1,982","4,237",-,-,-,-,-,-,-,-,-
24650,Melton (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,771
24650,Melton (C),2013,"57,568",37,"2,915.0","46,536","50,636",85.6,"6,426",40,112.8,"12,208","17,550",6.2,"33,924",40,110.3,138,"3,250",6.7,"1,281",56,26.6,"10,865","20,763",1.0,"60,192",39,"3,094.4","46,306","51,409",3.70,1.64,0.44,0.24,0.383,4.6,15.2,25.3,21.2,27.0,31.0,20.8,"1,514",53.4,"2,282","35,240","6,835",11,360,128,"1,615",-,"4,047","3,856","2,017",-,"1,211",761,"12,121","10,286",-,-,-,-,-,-,-,-,-,-
24650,Melton (C),2014,"60,342",37,"3,100.9","47,352","51,389",85.5,"6,905",41,125.1,"12,802","18,113",6.5,"36,239",40,116.9,106,"3,225",6.7,"1,295",57,25.8,"10,042","19,935",0.9,"62,785",39,"3,280.5","47,021","52,249",3.72,1.65,0.44,0.24,0.384,4.6,15.2,25.3,21.4,27.2,30.8,20.7,"1,694",52.4,"2,751","30,941","7,355",11,351,125,"1,867",-,"4,136","4,320","2,056",-,"1,270",743,"12,286","10,511",-,-,-,-,-,-,-,-,-,-
24650,Melton (C),2015,"64,136",37,"3,372.4","48,286","52,582",84.7,"7,508",40,138.7,"13,502","18,476",6.8,"39,514",40,126.4,91,"3,200",7.2,"1,380",57,29.8,"11,586","21,599",1.0,"66,163",39,"3,528.1","48,080","53,324",3.73,1.64,0.44,0.23,0.386,4.5,15.2,25.4,21.4,27.0,31.1,20.5,"1,922",53.5,"3,608","27,852","7,959",-,332,116,"2,071",-,"4,193","4,557","2,103",-,"1,319",716,"12,421","10,742",-,-,-,-,-,-,-,-,-,-
24650,Melton (C),2016,"66,786",38,"3,621.9","49,779","54,231",84.5,"8,065",40,154.6,"13,035","19,170",7.0,"42,186",40,130.9,73,"3,103",7.2,"1,422",57,31.0,"11,294","21,779",1.0,"69,110",39,"3,792.5","49,402","54,876",3.85,1.66,0.43,0.23,0.390,4.6,15.3,25.6,21.3,26.7,30.7,21.3,"2,038",67.0,"3,237","32,865","8,594",-,309,104,"2,136",-,"4,071","4,435","2,153",-,"1,395",572,"12,577","10,322",-,26.1,24.5,23.8,3.5,1.2,11.1,0.7,9.1,850
24650,Melton (C),2017,"64,843",38,"3,599.0","50,473","55,503",84.6,"8,000",41,152.6,"12,513","19,073",6.7,"40,203",40,139.0,67,"3,458",7.3,"1,341",57,31.3,"12,467","23,343",1.0,"67,830",39,"3,794.0","49,979","55,933",3.91,1.68,0.43,0.22,0.392,4.6,15.3,25.7,21.3,26.8,30.1,21.7,"2,104",86.9,"5,172","41,294","9,026",-,285,90,"2,224","5,107","3,967","4,545","2,173",862,"1,352",669,"12,803","10,130",-,-,-,-,-,-,-,-,-,-
24650,Melton (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,937",6,279,82,"2,259","5,160","3,899","4,317","1,997",770,"1,259",569,"11,939","9,467","7,157",-,-,-,-,-,-,-,-,-
24780,Mildura (RC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,576
24780,Mildura (RC),2013,"25,208",39,"1,016.5","35,916","40,326",76.3,"5,620",51,75.7,"6,246","13,470",9.3,"16,825",48,128.6,363,"7,641",12.6,678,58,13.0,"12,551","19,211",1.1,"27,475",44,"1,206.9","38,097","43,928",4.72,1.75,0.37,0.15,0.457,6.9,18.9,29.6,29.3,29.9,25.8,15.0,"1,767",31.3,"2,323","17,696","6,833",22,398,291,813,-,"3,172","2,343",947,-,425,500,"5,173","4,083",-,-,-,-,-,-,-,-,-,-
24780,Mildura (RC),2014,"26,059",39,"1,075.8","36,845","41,283",77.1,"5,493",51,87.4,"7,284","15,902",9.0,"17,480",48,129.1,305,"7,386",12.4,729,58,14.0,"12,404","19,188",1.1,"28,176",43,"1,273.6","39,241","45,202",4.78,1.76,0.37,0.15,0.449,6.6,18.3,29,29.2,29.3,26.4,15.2,"1,759",34.4,"2,147","19,531","6,975",20,361,279,883,-,"3,193","2,395",973,-,360,480,"5,093","4,073",-,-,-,-,-,-,-,-,-,-
24780,Mildura (RC),2015,"26,603",39,"1,137.3","38,345","42,753",76.3,"5,548",51,99.9,"8,762","18,001",9.8,"18,511",47,127.4,250,"6,882",12.2,793,58,17.7,"12,495","22,312",1.3,"28,521",44,"1,330.5","40,523","46,650",4.65,1.75,0.38,0.16,0.445,6.4,18.2,28.9,28.5,29.6,26.5,15.4,"1,795",49.9,"2,651","27,815","7,200",18,337,246,933,-,"3,099","2,539",965,-,327,533,"5,005","4,037",-,-,-,-,-,-,-,-,-,-
24780,Mildura (RC),2016,"26,683",39,"1,177.8","39,421","44,139",76.0,"5,678",52,119.2,"9,517","20,992",10.3,"19,136",47,129.5,202,"6,769",12.2,777,58,17.2,"13,211","22,144",1.2,"29,024",44,"1,391.0","41,184","47,926",4.75,1.76,0.37,0.16,0.450,6.5,18.5,29.3,28.5,29.5,26.3,15.7,"1,827",54.7,"2,299","29,948","7,380",15,307,217,913,-,"2,935","2,613",985,-,335,453,"4,867","3,850",-,33.7,26.8,17.5,2.0,1.2,6.6,0.6,11.7,681
24780,Mildura (RC),2017,"26,879",39,"1,202.4","40,147","44,734",76.7,"5,501",51,131.2,"10,537","23,852",9.9,"18,909",48,128.9,176,"6,814",11.7,799,58,18.5,"11,887","23,179",1.3,"29,312",44,"1,435.6","41,936","48,978",4.73,1.77,0.37,0.16,0.447,6.7,18.6,29.3,28.0,29.7,26.3,16.0,"1,770",95.4,"2,996","53,891","7,293",15,288,205,909,"2,113","2,853","2,482",945,342,293,429,"4,673","3,570",-,-,-,-,-,-,-,-,-,-
24780,Mildura (RC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,191",14,255,183,936,"2,131","2,841","2,419",941,287,276,370,"4,507","3,480","4,266",-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,704
24850,Mitchell (S),2013,"17,786",41,862.8,"43,990","48,513",81.0,"2,868",47,38.6,"6,933","13,471",7.2,"11,619",46,67.1,203,"5,771",9.8,613,58,13.8,"17,752","22,557",1.4,"19,056",43,953.2,"43,912","50,021",4.00,1.70,0.43,0.20,0.414,5.8,16.9,27.2,23.6,27.5,29.0,19.8,771,15.5,"1,364","20,125","3,424",-,216,84,384,-,"1,384","1,161",534,-,252,202,"3,404","2,844",-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2014,"18,734",41,926.6,"44,822","49,461",81.2,"3,013",48,44.0,"8,000","14,594",7.2,"12,276",46,68.5,164,"5,582",9.7,633,58,14.6,"17,767","23,130",1.4,"19,972",43,"1,017.1","44,612","50,928",4.01,1.70,0.42,0.20,0.413,6,16.9,27.2,23.9,27.4,29.2,19.5,893,16.2,"2,002","18,128","3,573",-,213,88,437,-,"1,472","1,284",544,-,234,232,"3,397","2,911",-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2015,"19,731",41,"1,002.6","46,311","50,813",80.5,"2,990",47,44.4,"8,718","14,856",7.5,"13,234",46,74.7,133,"5,644",9.9,705,57,18.9,"18,285","26,742",1.7,"20,650",43,"1,082.1","46,233","52,400",3.95,1.69,0.43,0.21,0.408,5.3,16.4,26.7,23.3,27.3,29.4,19.9,967,27.7,"2,764","28,615","3,793",-,208,81,484,-,"1,482","1,383",610,-,244,254,"3,421","2,972",-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2016,"20,071",40,"1,061.6","47,849","52,892",80.4,"3,069",47,43.1,"8,103","14,059",7.2,"13,764",45,71.5,108,"5,195",10.1,736,58,19.8,"19,113","26,907",1.9,"21,358",43,"1,140.7","47,325","53,408",4.12,1.72,0.42,0.20,0.411,5,16,26.5,23.3,27.2,28.9,20.6,976,26.8,"2,362","27,450","3,972",-,204,70,514,-,"1,460","1,337",627,-,302,202,"3,404","2,822",-,27.8,24.8,22.4,3.3,1.2,8.6,0.6,11.2,823
24850,Mitchell (S),2017,"21,249",40,"1,150.3","48,860","54,134",81.1,"3,214",47,48.8,"8,284","15,184",7.0,"14,292",46,75.3,99,"5,267",9.6,762,58,19.3,"18,579","25,366",1.7,"22,640",43,"1,237.6","48,140","54,666",4.11,1.73,0.42,0.19,0.411,5.1,16.1,26.5,23.0,27.3,28.5,21.3,"1,031",30.4,"3,718","29,446","4,047",-,190,62,537,"1,341","1,430","1,313",597,134,234,180,"3,312","2,620",-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,087",-,184,60,586,"1,405","1,455","1,330",592,122,234,162,"3,228","2,585","2,088",-,-,-,-,-,-,-,-,-
24900,Moira (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,561
24900,Moira (S),2013,"12,154",41,490.0,"36,221","40,312",69.6,"3,726",51,47.5,"6,236","12,748",11.7,"10,124",50,72.7,470,"7,185",16.2,459,59,8.4,"12,187","18,240",1.5,"14,806",46,605.6,"35,558","40,900",5.40,1.82,0.34,0.11,0.478,6.3,18.5,29.6,32.5,29.7,24.0,13.9,949,20.4,"1,662","21,520","4,992",11,324,164,429,-,"1,458",951,391,-,142,144,"2,455","1,878",-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2014,"12,424",42,516.3,"37,404","41,556",70.0,"3,658",52,70.0,"9,353","19,133",12.7,"10,199",51,71.7,391,"7,031",15.5,463,59,11.8,"13,930","25,571",1.5,"14,927",47,651.5,"37,281","43,646",5.20,1.82,0.35,0.12,0.465,6.9,18.8,29.6,31.4,29.4,24.7,14.5,962,20.3,"2,966","21,147","5,137",9,299,170,461,-,"1,461",971,432,-,121,154,"2,433","1,902",-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2015,"12,945",41,554.8,"38,444","42,862",69.4,"3,720",52,85.0,"11,189","22,840",13.3,"10,696",50,69.9,306,"6,535",15.3,478,59,11.1,"15,100","23,224",1.6,"15,258",47,691.5,"38,317","45,322",5.02,1.83,0.36,0.13,0.461,6.6,18.7,29.6,30.9,29.1,24.8,15.2,"1,005",26.6,"3,225","26,495","5,252",8,271,160,477,-,"1,417","1,028",422,-,101,131,"2,364","1,861",-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2016,"12,970",41,571.9,"40,056","44,095",69.6,"3,688",52,49.9,"7,907","13,542",12.2,"10,884",50,74.1,239,"6,811",16.3,486,59,10.2,"13,000","20,906",1.6,"15,410",47,678.5,"38,265","44,027",5.57,1.83,0.33,0.10,0.484,6.3,18.2,29.5,31.8,28.9,24.9,14.4,"1,038",29.6,"2,369","28,518","5,348",8,245,142,485,-,"1,391","1,028",414,-,114,121,"2,255","1,731",-,36.1,26.2,16.6,1.7,1.2,5.8,0.7,11.8,654
24900,Moira (S),2017,"13,259",41,605.2,"40,731","45,645",71.2,"3,606",52,43.7,"5,127","12,130",10.7,"10,787",50,71.9,241,"6,661",15.8,512,58,12.9,"14,771","25,170",1.9,"15,745",47,707.3,"38,852","44,923",5.76,1.84,0.32,0.10,0.488,6.5,18.5,29.7,31.3,28.8,25.0,14.8,"1,022",41.4,"3,800","40,499","5,284",6,225,117,491,"1,108","1,341","1,119",433,97,104,112,"2,247","1,644",-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,269",7,219,101,505,"1,127","1,341","1,105",427,85,98,118,"2,151","1,542","1,888",-,-,-,-,-,-,-,-,-
24970,Monash (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,778
24970,Monash (C),2013,"85,705",38,"4,522.3","43,042","52,765",73.1,"12,357",45,274.6,"10,805","22,225",6.5,"78,069",45,638.8,730,"8,183",18.2,"3,034",60,69.8,"16,538","22,992",1.4,"98,647",43,"5,351.3","42,029","54,247",5.70,1.96,0.34,0.14,0.482,7.6,20.8,32.4,28.6,24.0,23.2,24.1,"7,623",174.9,"1,464","22,942","20,502",28,866,513,"1,022",-,"3,937","3,087",642,-,"3,020",288,"8,862","7,587",-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2014,"86,767",38,"4,698.9","44,419","54,155",73.0,"12,309",45,285.9,"11,348","23,224",6.4,"79,449",45,689.5,681,"8,678",18.4,"3,063",60,72.1,"15,779","23,531",1.4,"99,802",43,"5,557.8","43,047","55,688",5.76,1.96,0.34,0.14,0.486,7.8,21.1,32.7,29.0,23.6,23.3,24.1,"8,757",244.3,"2,561","27,899","20,562",27,784,461,"1,152",-,"3,949","3,246",617,-,"3,127",288,"8,770","7,516",-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2015,"89,837",38,"5,017.6","45,736","55,852",72.3,"12,754",45,302.4,"11,649","23,707",6.6,"81,957",45,705.6,611,"8,609",19.0,"2,923",60,73.8,"18,083","25,239",1.4,"101,731",43,"5,793.9","44,205","56,953",5.80,1.96,0.34,0.13,0.486,7.6,20.9,32.6,28.8,23.7,23.3,24.2,"9,430",298.5,"3,091","31,658","20,547",18,684,417,"1,202",-,"3,792","3,296",602,-,"2,966",287,"8,418","7,192",-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2016,"89,816",38,"5,184.5","47,403","57,724",71.8,"13,107",45,327.2,"12,113","24,965",6.8,"83,090",45,723.0,534,"8,701",19.4,"2,764",62,73.1,"19,313","26,460",1.4,"102,911",43,"5,998.3","44,817","58,286",5.99,1.99,0.33,0.13,0.492,7.8,21.1,32.9,28.9,23.6,23.0,24.5,"9,362",296.9,"2,433","31,711","20,172",18,597,382,"1,169",-,"3,542","2,929",592,-,"2,832",242,"8,078","6,312",-,27.7,20.6,21.0,5.4,2.9,15.2,0.7,6.6,878
24970,Monash (C),2017,"91,956",38,"5,404.1","47,794","58,769",72.2,"13,641",44,334.9,"11,050","24,553",6.5,"84,504",45,712.0,445,"8,426",19.1,"2,563",62,74.0,"21,349","28,857",1.2,"106,571",43,"6,245.4","44,559","58,603",6.35,2.03,0.32,0.12,0.498,7.9,21.2,33.1,29.8,23.4,22.2,24.6,"9,748",360.2,"3,502","36,954","18,808",13,502,316,"1,120","3,762","3,327","2,676",562,302,"2,736",228,"7,649","5,576",-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,170",10,442,279,"1,136","3,744","3,264","2,559",524,208,"2,440",204,"6,984","5,086","5,994",-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,871
25060,Moonee Valley (C),2013,"57,130",38,"3,381.8","49,325","59,195",76.8,"7,738",44,206.3,"10,135","26,666",5.9,"48,591",44,503.1,649,"10,354",15.1,"2,234",59,53.8,"15,947","24,087",1.6,"63,477",42,"4,038.9","49,892","63,628",4.72,1.83,0.39,0.18,0.466,8.2,21.4,32.6,22.6,22.5,25.1,29.8,"4,425",127.4,"1,944","28,783","12,897",18,394,260,982,-,"3,012","2,699",672,-,"1,684",264,"5,039","4,467",-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2014,"59,082",38,"3,585.0","50,193","60,678",76.8,"7,882",44,224.0,"10,228","28,420",6.0,"50,079",44,533.2,597,"10,647",15.2,"2,191",59,54.4,"17,805","24,845",1.6,"65,165",42,"4,251.0","50,811","65,234",4.79,1.85,0.39,0.18,0.469,8.3,21.6,32.9,22.9,22.5,25.1,29.5,"5,159",189.4,"2,726","36,720","12,794",17,354,230,"1,031",-,"2,970","2,879",671,-,"1,689",284,"4,868","4,337",-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2015,"62,718",38,"3,953.5","51,914","63,036",76.6,"8,152",44,226.5,"10,738","27,780",6.0,"52,589",43,550.6,529,"10,469",15.4,"2,196",59,58.9,"19,143","26,816",1.5,"67,621",42,"4,533.1","52,289","67,036",4.84,1.84,0.38,0.18,0.470,8.4,21.6,32.9,22.7,22.4,25.1,29.8,"5,692",243.9,"3,248","42,851","12,914",16,331,212,"1,042",-,"2,871","3,008",644,-,"1,644",282,"4,722","4,211",-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2016,"63,711",38,"4,163.8","53,610","65,354",76.6,"8,451",44,236.8,"10,944","28,015",6.0,"54,056",43,589.1,460,"10,897",15.3,"2,153",59,56.1,"18,841","26,074",1.6,"69,124",42,"4,791.4","53,959","69,316",4.95,1.86,0.38,0.18,0.470,8.2,21.4,32.8,22.1,22.5,24.6,30.7,"5,728",230.4,"2,577","40,229","12,844",11,306,190,"1,032",-,"2,754","2,832",641,-,"1,598",222,"4,666","3,847",-,26.3,20.3,24.7,6.6,4.6,8.5,0.5,8.5,"1,034"
25060,Moonee Valley (C),2017,"65,745",38,"4,439.2","55,099","67,522",76.8,"9,000",43,252.0,"10,668","28,004",6.0,"55,033",43,607.3,413,"11,035",15.2,"2,034",59,56.7,"19,436","27,877",1.4,"71,940",41,"5,092.7","54,730","70,791",5.14,1.90,0.37,0.17,0.475,8.3,21.5,32.9,22.5,22.0,24.5,31.0,"6,017",289.9,"3,434","48,182","12,271",7,266,159,"1,008","3,199","2,644","2,702",598,224,"1,362",219,"4,422","3,474",-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,895",9,251,134,"1,021","3,226","2,592","2,575",546,202,"1,222",183,"4,075","3,234","3,792",-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,718
