"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"51820","Cockburn (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"51820","Cockburn (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",95,,
"51820","Cockburn (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",125,,
"51820","Cockburn (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"51820","Cockburn (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",90,,
"51820","Cockburn (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",852,,
"51820","Cockburn (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1281,,
"51820","Cockburn (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",89642,,
"51890","Collie (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1008,,
"51890","Collie (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",407,,
"51890","Collie (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",8,,
"51890","Collie (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",73,,
"51890","Collie (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",80,,
"51890","Collie (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"51890","Collie (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",58,,
"51890","Collie (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",840,,
"51890","Collie (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1132,,
"51890","Collie (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",9117,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",976,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",252,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",5,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",45,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",37,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",27,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",565,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1027,,
"51960","Coolgardie (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",3992,,
"52030","Coorow (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1001,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",373,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",67,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",70,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"52030","Coorow (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",51,,
"52030","Coorow (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",936,,
"52030","Coorow (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1098,,
"52030","Coorow (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1069,,
"52100","Corrigin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",983,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",286,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",6,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",51,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",45,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"52100","Corrigin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",33,,
"52100","Corrigin (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",859,,
"52100","Corrigin (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1076,,
"52100","Corrigin (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1067,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1073,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",540,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",96,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",128,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",92,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",905,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1148,,
"52170","Cottesloe (T)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",7598,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",990,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",323,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",6,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",58,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",55,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",40,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",904,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1082,,
"52240","Cranbrook (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1079,,
"52310","Cuballing (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1026,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",460,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",82,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",99,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"52310","Cuballing (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",71,,
"52310","Cuballing (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",1019,,
"52310","Cuballing (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1044,,
"52310","Cuballing (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",866,,
"52380","Cue (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",858,,
"52380","Cue (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",39,,
"52380","Cue (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",1,,
"52380","Cue (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",7,,
"52380","Cue (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",9,,
"52380","Cue (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"52380","Cue (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",7,,
"52380","Cue (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",843,,
"52380","Cue (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",938,,
"52380","Cue (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",269,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",994,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",341,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",61,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",60,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",43,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",973,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1037,,
"52450","Cunderdin (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1305,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1031,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",478,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",85,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",105,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",76,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",919,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1083,,
"52520","Dalwallinu (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1265,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1027,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",465,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",83,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",100,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",72,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",909,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1139,,
"52590","Dandaragan (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",3191,,
"52660","Dardanup (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1067,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",534,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",95,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",126,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"52660","Dardanup (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",91,,
"52660","Dardanup (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",775,,
"52660","Dardanup (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1141,,
"52660","Dardanup (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",12397,,
"52730","Denmark (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",988,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",311,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",6,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",56,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",51,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"52730","Denmark (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",37,,
"52730","Denmark (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",801,,
"52730","Denmark (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1096,,
"52730","Denmark (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",5197,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",766,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",33,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",1,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",6,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",6,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",5,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",464,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1075,,
"52800","Derby-West Kimberley (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",8455,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1035,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",486,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",87,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",108,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",78,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",888,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1110,,
"52870","Donnybrook-Balingup (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",5317,,
"52940","Dowerin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",995,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",349,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",62,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",63,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"52940","Dowerin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",46,,
"52940","Dowerin (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",938,,
"52940","Dowerin (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1066,,
"52940","Dowerin (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",679,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1005,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",391,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",70,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",76,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",55,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",915,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1049,,
"53010","Dumbleyung (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",607,,
"53080","Dundas (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",922,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",70,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",2,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",13,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",13,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"53080","Dundas (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",10,,
"53080","Dundas (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",896,,
"53080","Dundas (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",977,,
"53080","Dundas (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1145,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1070,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",537,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",96,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",127,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",91,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",991,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1129,,
"53150","East Fremantle (T)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",6925,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",935,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",90,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",2,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",16,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",16,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",12,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",558,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1068,,
"53220","East Pilbara (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",11940,,
"53290","Esperance (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1007,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",401,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",8,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",71,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",78,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"53290","Esperance (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",56,,
"53290","Esperance (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",798,,
"53290","Esperance (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1125,,
"53290","Esperance (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",13449,,
"53360","Exmouth (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1008,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",406,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",8,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",72,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",79,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"53360","Exmouth (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",57,,
"53360","Exmouth (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",973,,
"53360","Exmouth (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1074,,
"53360","Exmouth (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",2386,,
"53430","Fremantle (C)","IER","Index of Economic Resources","SCORE","Score","2011","2011",983,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",285,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",6,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",51,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",44,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"53430","Fremantle (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",32,,
"53430","Fremantle (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",613,,
"53430","Fremantle (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1106,,
"53430","Fremantle (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",26562,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","SCORE","Score","2011","2011",998,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",359,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",64,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",64,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",46,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",769,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1159,,
"53520","Geraldton-Greenough (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",36451,,
"53570","Gingin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1037,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",490,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",87,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",110,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"53570","Gingin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",79,,
"53570","Gingin (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",958,,
"53570","Gingin (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1094,,
"53570","Gingin (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",4678,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",999,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",366,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",65,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",68,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",49,,
