,,,Gifts/donations reported by taxpayers - Year ended 30 June,,Method of Travel to Work - Employed Persons - Census,,,,,,,,,,,,,,,,,,,,Households by Type - Census,,,,,Families by Type - Census,,,,,,,,Social Marital Status & Registered Marital Status - Persons aged 15 years and over - Census,,,,,,,,Access to Internet at Home - Occupied Private Dwellings - Census,,,Rent and Mortgage Payments - Census,,Unpaid Child Care - Proportion of persons aged 15 years and over - Census,,,,,Unpaid Work - Persons aged 15 years and over - Census,,Count of All Children in Family - Census,Housing Suitability - Occupied private dwellings - Census,,,Dwelling Structure - Private dwellings - Census,,,,,,Tenure Type - Occupied private dwellings - Census,,,,,Household Stress - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - Australia Deciles - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - State Deciles - Census,,,,Homelessness - Census,Commuting to Work - Census,,,
10650,Berrigan (A),2017,"1,456",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2011,-,-,"11,530",22,"3,303",12,"80,908","7,854",261,"1,711",594,342,536,"1,820","108,900","9,255","23,544","94,281","2,786","10,597","2,254","133,790","15,099","2,091","76,471","93,656",3,"35,131","7,955","20,467","10,314","5,340","1,248","80,467",3.3,"111,915","13,178","90,250",51.7,33.4,4.6,6.9,3.4,-,-,-,"1,231","2,168",61.8,23.6,6.6,0.8,7.3,10.7,11.6,1.9,-,-,-,"77,675","10,725","4,808",389,73,"93,670",23.2,43.6,30.1,0.5,2.5,85.2,14.8,89.2,10.8,-,-,-,-,-,-,-,-,46.7,-,-,-,-
10750,Blacktown (C),2013,"60,368",105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2014,"62,457",117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2015,"65,389",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown (C),2016,"67,650",130,"13,962",22,"5,325",14,"91,922","7,669",292,"1,473",614,291,647,"1,717","123,947","11,356","29,892","106,185","3,843","10,743","1,590","151,468","15,362","2,369","83,375","101,107",3,"40,032","9,098","21,958","10,022","5,958","1,455","88,519",3.3,"123,882","15,921","100,980",52.3,33.4,4.4,6.6,3.3,84.8,12.3,2.9,"1,588","2,204",62.0,23.8,6.6,0.7,7.0,11.2,14.0,1.9,"6,866","68,485","19,531","78,774","16,286","5,246",453,346,"101,105",22.5,41.9,32.2,0.6,2.8,89.6,10.4,87.9,12.1,6,8,6,8,7,8,7,8,45.7,18.5,15.5,16.5,11.9
10750,Blacktown (C),2017,"69,224",140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2011,-,-,-,-,57,-,"1,343",162,3,58,7,20,58,202,"1,912",31,77,"1,534",432,263,51,"2,695",645,48,"1,569","2,262",2,564,93,730,132,58,13,"1,582",3.0,"2,305",381,"1,426",54.5,26.7,8.7,7.3,2.8,-,-,-,583,"1,231",64.3,20.2,7.8,0.9,6.7,12.1,31.3,2.1,-,-,-,"2,127",16,85,29,-,"2,257",47.1,26.7,21.8,1.2,3.2,95.2,4.8,96.6,3.4,-,-,-,-,-,-,-,-,11.9,-,-,-,-
10800,Bland (A),2013,829,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2014,878,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2015,866,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland (A),2016,862,145,3,-,61,-,"1,349",152,-,51,4,12,48,154,"1,837",31,78,"1,535",388,238,53,"2,541",664,25,"1,486","2,185",2,470,87,687,156,81,20,"1,494",2.9,"2,089",347,"1,470",53.8,27.5,8.5,6.9,3.2,69.5,25.7,4.8,641,"1,181",59.0,17.9,7.9,0.8,14.5,12.3,30.9,2.1,39,"1,735",230,"2,066",9,56,13,36,"2,180",46.4,25.8,22.5,0.7,4.3,97.1,2.9,96.7,3.3,5,5,5,7,6,5,5,7,5.0,20.5,2.5,26.2,3.4
10800,Bland (A),2017,868,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2011,-,-,-,-,9,-,"2,001",126,-,77,14,-,22,107,"2,363",34,18,"2,156",309,354,53,"3,113",679,40,"1,833","2,550",3,667,134,745,175,103,25,"1,854",3.0,"2,606",408,"1,824",52.6,28.8,6.6,8.5,3.6,-,-,-,750,"1,639",62.2,21.7,7.0,1.0,8.1,11.6,22.9,2.0,-,-,-,"2,416",53,58,21,3,"2,551",37.9,35.9,23.0,0.7,2.6,92.5,7.5,95.5,4.5,-,-,-,-,-,-,-,-,40.8,-,-,-,-
10850,Blayney (A),2013,"1,345",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2014,"1,364",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2015,"1,324",90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney (A),2016,"1,294",100,4,3,14,-,"2,164",112,-,62,18,3,17,137,"2,536",20,25,"2,292",296,333,40,"3,222",709,46,"1,905","2,656",3,664,140,800,192,101,22,"1,926",3.0,"2,566",564,"1,900",50.5,30.0,6.2,9.7,3.7,75.3,20.5,4.3,936,"1,656",59.9,21.1,8.1,0.9,9.8,12.6,24.2,2.0,47,"2,125",315,"2,507",34,52,23,29,"2,645",37.5,34.7,22.7,0.6,4.3,94.7,5.3,92.7,7.3,6,6,5,8,7,6,5,8,24.0,23.7,22.2,24.9,22.2
10850,Blayney (A),2017,"1,297",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2011,-,-,"2,675",11,108,4,"20,774","1,462",74,382,160,127,145,913,"26,838","1,494","4,109","23,333","2,228","4,598",445,"35,610","7,183",798,"20,048","28,031",3,"7,591","1,637","7,810","2,143","1,037",181,"20,386",3.0,"28,066","5,223","21,463",50.1,30.9,5.7,10.2,3.0,-,-,-,"1,208","1,932",62.6,20.5,8.8,1.5,6.6,12.9,23.4,1.9,-,-,-,"25,974","1,421",573,46,20,"28,034",37.4,40.6,19.2,1.0,1.8,89.5,10.5,91.6,8.4,-,-,-,-,-,-,-,-,31.7,-,-,-,-
10900,Blue Mountains (C),2013,"17,854",140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2014,"18,184",144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2015,"18,375",146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2016,"17,775",150,"2,806",7,127,3,"21,713","1,221",67,360,179,120,171,916,"27,693","1,470","4,234","23,988","2,440","4,021",236,"35,860","7,386",854,"20,389","28,630",3,"7,387","1,762","8,250","2,015","1,175",221,"20,798",3.0,"27,826","6,164","22,320",49.1,31.8,5.4,10.5,3.1,87.6,10.5,1.9,"1,495","1,928",63.8,20.1,9.0,1.1,5.9,13.9,25.3,1.8,474,"22,705","3,906","26,482","1,401",588,51,109,"28,631",39.2,39.5,18.4,0.9,2.1,92.6,7.4,91.6,8.4,9,9,9,9,9,9,9,9,22.3,29.1,19.9,14.0,6.2
10900,Blue Mountains (C),2017,"17,632",150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2011,-,-,-,-,65,-,601,79,-,35,11,7,7,127,929,11,68,686,152,112,37,"1,248",315,18,714,"1,049",3,272,50,276,84,48,11,731,3.1,957,184,746,50.2,30.5,8.7,7.3,3.4,-,-,-,612,"1,202",59.7,20.9,7.3,1.0,10.9,9.1,23.8,2.0,-,-,-,972,24,30,20,-,"1,046",40.7,22.8,31.4,0.6,4.9,96.7,3.3,95.0,5.0,-,-,-,-,-,-,-,-,13.3,-,-,-,-
10950,Bogan (A),2013,421,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2014,458,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2015,436,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2016,412,100,-,-,52,-,669,56,-,15,7,10,5,98,923,10,55,732,130,86,23,"1,173",296,19,654,967,2,217,48,282,73,40,10,662,3.0,834,226,696,46.4,34.7,8.5,6.4,4.0,66.8,28.7,4.2,669,"1,186",61.5,17.5,6.4,0.4,14.0,9.5,24.1,2.0,21,741,118,883,30,28,14,9,964,40.5,22.5,31.7,0.6,4.7,97.3,2.7,94.3,5.7,4,4,5,4,3,4,4,4,-,31.6,1.9,37.8,2.3
10950,Bogan (A),2017,427,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2011,-,-,-,-,5,-,598,81,3,18,8,15,11,210,952,12,6,695,115,87,29,"1,199",284,23,630,940,3,217,34,242,91,29,17,641,3.1,697,265,740,40.5,43.5,5.5,6.4,3.9,-,-,-,419,"1,074",56.0,18.9,5.7,1.0,18.3,10.3,24.2,2.1,-,-,-,888,3,23,15,-,929,30.9,21.7,39.3,1.1,6.3,96.7,3.3,96.6,3.4,-,-,-,-,-,-,-,-,9.5,-,-,-,-
11150,Bourke (A),2013,229,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2014,223,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2015,233,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2016,217,156,-,-,3,-,554,68,4,16,7,9,17,158,836,5,4,627,82,61,17,"1,000",268,14,550,831,3,187,26,206,87,45,11,561,3.1,547,268,680,38.0,46.1,6.2,6.3,3.6,62.5,31.8,5.7,626,"1,281",56.3,15.0,5.5,0.8,22.3,9.2,22.6,2.0,36,575,134,746,16,34,25,14,835,30.0,22.9,40.6,1.3,5.2,97.2,2.8,94.9,5.1,2,3,8,2,2,3,8,1,23.0,24.7,1.4,22.9,1.4
11150,Bourke (A),2017,239,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2011,-,-,-,-,9,-,248,45,-,15,-,4,8,159,489,3,9,300,64,40,25,619,169,17,388,573,3,128,24,119,87,30,22,417,3.1,284,236,599,27.6,57.3,5.3,6.1,3.3,-,-,-,281,968,67.2,17.7,6.4,0.3,8.4,9.8,16.9,2.1,-,-,-,531,-,37,4,8,580,26.4,12.0,56.4,2.6,3.1,98.2,1.8,93.2,6.8,-,-,-,-,-,-,-,-,127.6,-,-,-,-
11200,Brewarrina (A),2013,98,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2014,91,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2015,79,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2016,80,85,-,-,7,-,226,37,-,18,13,4,4,110,415,9,7,271,44,22,14,498,159,22,369,553,3,93,18,124,106,36,16,398,3.0,250,218,574,25.4,61.1,5.7,5.3,2.7,55.0,38.9,7.1,461,772,65.3,14.3,6.6,0.2,13.5,10.2,16.9,1.9,62,341,103,503,5,34,8,4,554,25.2,8.6,58.7,1.4,6.5,99.0,1.0,89.2,10.8,1,1,4,1,1,1,4,1,171.7,39.6,1.8,43.6,1.9
11200,Brewarrina (A),2017,82,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2011,-,-,-,-,38,3,"4,620",536,23,69,58,60,56,388,"5,849",45,41,"5,193",163,800,150,"7,007","2,509",150,"4,781","7,436",2,"1,271",372,"2,102",738,305,67,"4,853",2.8,"5,826","1,423","5,814",44.0,33.0,9.3,9.9,3.9,-,-,-,717,"1,113",63.7,16.6,7.5,0.7,11.5,12.4,17.4,1.8,-,-,-,"7,018",74,311,25,6,"7,434",45.0,29.1,20.9,0.7,4.2,95.7,4.3,93.5,6.5,-,-,-,-,-,-,-,-,24.5,-,-,-,-
11250,Broken Hill (C),2013,"2,056",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2014,"2,092",90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2015,"2,103",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2016,"2,134",100,3,-,31,5,"4,836",415,9,36,48,34,25,321,"5,770",36,51,"5,286",163,844,93,"6,902","2,532",182,"4,461","7,184",2,"1,112",371,"1,921",700,361,75,"4,536",2.8,"5,171","1,432","5,927",41.2,35.2,8.4,10.9,4.2,69.2,26.9,4.0,847,"1,083",65.4,15.9,7.7,0.7,10.3,13.0,18.4,1.8,158,"5,485","1,024","6,792",168,182,17,23,"7,182",42.1,29.7,23.6,0.6,4.1,96.9,3.1,93.1,6.9,2,2,2,2,1,1,1,1,41.3,4.5,2.8,4.1,2.8
11250,Broken Hill (C),2017,"1,979",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2011,-,-,"3,775",6,489,4,"6,118",546,23,128,65,80,61,707,"11,999","1,224","5,450","7,043",448,"1,151",279,"15,096","2,210",863,"7,653","10,727",3,"3,042",840,"2,650",715,535,277,"8,055",3.1,"11,648","1,128","12,149",47.8,38.7,5.4,6.0,2.1,-,-,-,"1,690","2,453",70.0,16.3,5.2,0.4,8.2,10.8,13.4,1.8,-,-,-,"5,631","1,194","3,825",60,13,"10,723",34.0,25.8,36.6,0.6,3.1,90.0,10.0,82.8,17.2,-,-,-,-,-,-,-,-,166.9,-,-,-,-
11300,Burwood (A),2013,"5,763",170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2014,"5,858",165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2015,"6,098",170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2016,"5,875",179,"4,827",16,547,3,"6,466",529,21,119,77,70,74,829,"13,572","1,519","6,849","7,401",583,"1,283",218,"17,174","2,397","1,301","8,256","11,957",3,"3,200",817,"3,099",721,586,289,"8,722",3.0,"12,185","1,720","15,004",45.5,41.6,4.6,6.2,2.1,84.1,12.7,3.2,"2,123","2,435",73.1,15.3,4.7,0.4,6.5,10.4,14.0,1.7,"1,690","5,949","3,537","4,711","1,976","5,124",50,84,"11,945",30.3,23.8,41.8,1.0,3.2,92.5,7.5,79.7,20.3,7,9,9,2,8,9,9,2,192.4,10.8,11.0,13.7,9.2
11300,Burwood (A),2017,"5,765",171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2011,-,-,8,3,82,7,"7,298",531,21,157,86,366,119,583,"9,263",110,127,"7,940","1,561","1,446",231,"12,619","3,090",838,"7,274","11,196",2,"2,397",448,"2,797","1,262",425,89,"7,426",2.9,"8,058","2,872","9,746",38.4,38.1,5.3,14.5,3.7,-,-,-,"1,467","1,854",62.7,20.5,6.9,1.6,8.3,11.8,26.0,1.7,-,-,-,"9,194","1,026",605,350,25,"11,200",35.0,28.8,32.3,0.9,3.0,88.1,11.9,80.9,19.1,-,-,-,-,-,-,-,-,93.0,-,-,-,-
11350,Byron (A),2013,"4,716",150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2014,"4,958",155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2015,"4,813",200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2016,"4,745",200,14,3,73,3,"8,048",471,19,129,95,334,135,572,"9,893",119,129,"8,620","1,819","1,498",235,"13,557","3,132",896,"7,338","11,368",2,"2,392",474,"2,995","1,103",469,96,"7,523",2.8,"7,946","3,340","10,100",37.1,39.7,5.1,14.5,3.6,85.0,11.7,3.4,"1,814","1,899",59.8,18.4,6.6,1.0,14.2,11.2,25.0,1.7,396,"7,682","2,342","9,266",814,731,392,171,"11,374",36.5,28.4,30.8,0.9,3.3,91.5,8.5,82.8,17.2,8,8,9,7,8,8,9,7,99.6,16.7,8.1,15.6,9.1
11350,Byron (A),2017,"4,815",200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
